Hostname,Graphana Host String,,,CPU,MEMORY,LATENCY,RX/TX
N5kC5020pBf.ac7-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac7-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,66,,,,
N5kC5020pBf.ac8-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5020pBf.ac8-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,67,,,,
N5kC5596Up.ac10-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5596Up.ac10-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5596Up.ac9-agg-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N5kC5596Up.ac9-agg-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N7Kc7018.di1-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di1-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,56,,,,
N7Kc7018.di2-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di2-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,56,,,,
N7Kc7018.di3-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di3-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,38,,,,
N7Kc7018.di4-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.di4-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,38,,,,
N7Kc7018.sc1-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.sc1-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,56,,,,
N7Kc7018.sc2-w2-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-B.nx-os.N7Kc7018.sc2-w2-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,56,,,,
3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,31960500,,,,
3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,39812208,,,,
3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net,collectd.network.QCY-C.ios.3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,,,,,
494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82282092,,,,
494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82325996,,,,
494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82289564,,,,
494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82296024,,,,
494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82306420,,,,
494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82308056,,,,
494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,82299916,,,,
NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,365380924,,,,
ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net,collectd.network.QCY-C.ios-xe.ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolFree,6/20/16 14:20,-644925672,,,,
3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,32365140,,,,
3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.3560E48TD.ib3560-2-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,30604800,,,,
3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net,collectd.network.QCY-C.ios.3845.oob3845-1-c-qcy__gi2-0_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,,,,,
494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139085568,,,,
494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu2-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139041612,,,,
494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu3-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139078096,,,,
494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu4-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139071636,,,,
494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu5-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139061240,,,,
494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu6-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139059604,,,,
494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.494810GE.pdu7-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,139067744,,,,
NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net,collectd.network.QCY-C.ios.NmeX24Es1GeNoPwr.ib3750-1-c-qcy__vl671_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,171489988,,,,
ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net,collectd.network.QCY-C.ios-xe.ASR1006.qcy-iae-rtr1__gi0_dcnet_intuit_net.snmp.cisco_ciscoMemoryPoolUsed,6/20/16 14:20,620918264,,,,
N5kC5020pBf.ac1-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac1-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,68,,,,
N5kC5020pBf.ac10-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,69,,,,
N5kC5020pBf.ac10-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac10-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,66,,,,
N5kC5020pBf.ac11-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac11-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,74,,,,
N5kC5020pBf.ac12-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac12-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,74,,,,
N5kC5020pBf.ac13-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac13-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,73,,,,
N5kC5020pBf.ac14-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac14-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,74,,,,
N5kC5020pBf.ac17-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac17-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,76,,,,
N5kC5020pBf.ac18-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac18-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,76,,,,
N5kC5020pBf.ac2-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac2-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,68,,,,
N5kC5020pBf.ac23-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac23-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,64,,,,
N5kC5020pBf.ac24-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac24-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,62,,,,
N5kC5020pBf.ac3-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac3-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,68,,,,
N5kC5020pBf.ac4-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac4-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,67,,,,
N5kC5020pBf.ac5-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac5-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,67,,,,
N5kC5020pBf.ac6-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac6-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,67,,,,
N5kC5020pBf.ac7-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac7-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,66,,,,
N5kC5020pBf.ac8-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac8-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,65,,,,
N5kC5020pBf.ac9-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,70,,,,
N5kC5020pBf.ac9-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5020pBf.ac9-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,66,,,,
N5kC5548p.ac11-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac11-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5548p.ac12-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac12-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,,,,,
N5kC5548p.ac15-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac15-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5548p.ac16-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5548p.ac16-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac1-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac1-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac13-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac13-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5596Up.ac14-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac14-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,,,,,
N5kC5596Up.ac15-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac15-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5596Up.ac16-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac16-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5596Up.ac17-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac17-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac18-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac18-storage-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac19-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac19-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac2-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac2-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac20-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac20-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac21-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac21-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,24,,,,
N5kC5596Up.ac22-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac22-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac25-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac25-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,,,,,
N5kC5596Up.ac26-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac26-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,,,,,
N5kC5596Up.ac27-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac27-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac28-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac28-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac29-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N5kC5596Up.ac29-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac3-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac3-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac30-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac30-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac31-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac31-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac32-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac32-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,21,,,,
N5kC5596Up.ac4-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac4-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.ac5-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac5-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac6-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac6-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac7-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac7-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N5kC5596Up.ac8-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac8-compute-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N77c7710.di1-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.di1-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,15,,,,
N77c7710.di2-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.di2-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,16,,,,
N77c7710.qdc-c-di01-admin__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di01-admin__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,15,,,,
N77c7710.qdc-c-di02-admin__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di02-admin__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,16,,,,
N77c7710.sc1-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.sc1-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,15,,,,
N77c7710.sc2-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.sc2-c-qcy__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,16,,,,
N9KC9372PX.qcy-iae-di1__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di1__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
N9KC9372PX.qcy-iae-di2__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di2__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N9KC9372PX.qcy-iae-sc1__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc1__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
N9KC9372PX.qcy-iae-sc2__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc2__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
m9513.qyfcsw02a_corp_intuit_net,collectd.network.QCY-C.nx-os.m9513.qyfcsw02a_corp_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,40,,,,
m9513.qyfcsw02b_corp_intuit_net,collectd.network.QCY-C.nx-os.m9513.qyfcsw02b_corp_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,41,,,,
N5kC5596Up.qdc-pl01-rtr01__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr01__lo222_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N5kC5596Up.qdc-pl01-rtr02__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr02__lo222_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N5kC5596Up.qdc-sl01-rtr01__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr01__lo222_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N5kC5596Up.qdc-sl01-rtr02__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr02__lo222_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,23,,,,
N7Kc7010.qdc-spn-rtr01__lo200_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr01__lo200_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
N7Kc7010.qdc-spn-rtr02__lo200_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr02__lo200_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,22,,,,
1410.qdc-e-acib01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib01__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
1410.qdc-e-acib02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib02__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,35,,,,
1410.qdc-e-acib03__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib03__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,36,,,,
1410.qdc-e-acib04__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib04__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
1410.qdc-e-acst01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acst01__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
1410.qdc-e-acst02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acst02__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp001__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp001__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp002__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp002__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp003__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp003__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp004__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp004__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
